name,phone,certificate,birth,address,received_at,status,route,note
성동석,010-4063-5603,지게차운전기능사,1939-03-20,전북 전주시험장,2026-08-16 18:09:00,접수완료,복지관,기능사
남봉숙,010-8212-1837,지게차운전기능사,1959-04-17,제주 제주시험장,2026-08-06 16:37:00,접수완료,복지관,기능사
김영수,010-7430-3472,지게차운전기능사,1935-12-20,제주 제주시험장,2026-08-17 11:34:00,접수완료,가족보조,기능사
하정자,010-3564-8337,지게차운전기능사,1958-09-10,경기 성남시험장,2026-08-17 16:59:00,접수완료,본인단독,기능사
박운순,010-1557-4243,지게차운전기능사,1948-03-15,충북 청주시험장,2026-08-10 22:20:00,접수완료,본인단독,기능사
차인순,010-4431-6799,한식조리기능사,1934-09-11,대전 대전시험장,2026-08-13 18:18:00,접수완료,복지관,기능사
한귀순,010-1688-6139,전기기능사,1953-11-03,충남 천안시험장,2026-08-15 09:22:00,접수완료,복지관,기능사
구순자,010-1556-8185,전기기능사,1938-09-12,충북 청주시험장,2026-08-02 10:14:00,접수완료,복지관,기능사
백두만,010-5276-6653,한식조리기능사,1930-09-26,충남 천안시험장,2026-08-13 12:33:00,접수완료,가족보조,기능사
성만복,010-1494-4582,한식조리기능사,1937-07-12,부산 부산남부시험장,2026-08-08 15:24:00,접수완료,복지관,기능사
노영숙,010-3209-9609,전기기능사,1945-12-25,경기 성남시험장,2026-08-02 12:24:00,접수완료,가족보조,기능사
장상길,010-7022-5170,한식조리기능사,1930-05-28,광주 광주시험장,2026-08-14 19:32:00,결제대기,복지관,기능사
곽상길,010-2268-2767,한식조리기능사,1951-01-22,강원 춘천시험장,2026-08-19 10:33:00,접수완료,복지관,기능사
안만수,010-3541-5450,한식조리기능사,1940-01-12,부산 부산남부시험장,2026-08-03 10:28:00,접수완료,복지관,기능사
백삼석,010-8931-7078,지게차운전기능사,1938-11-06,충남 천안시험장,2026-08-14 11:31:00,접수완료,복지관,기능사
신기철,010-2880-4829,지게차운전기능사,1957-08-02,경기 수원시험장,2026-08-02 20:23:00,취소,본인단독,기능사
구선옥,010-7530-8178,굴착기운전기능사,1949-05-28,대전 대전시험장,2026-08-07 10:47:00,접수완료,가족보조,기능사
오복남,010-5331-7047,한식조리기능사,1946-09-23,충남 천안시험장,2026-08-10 17:54:00,접수완료,복지관,기능사
강복순,010-8631-4627,한식조리기능사,1943-08-23,세종 세종시험장,2026-08-07 15:16:00,접수완료,가족보조,기능사
민철수,010-7035-2124,전기기능사,1929-04-07,경남 창원시험장,2026-08-06 20:01:00,접수완료,복지관,기능사
유두만,010-4523-8232,전기기능사,1959-02-02,충남 천안시험장,2026-08-13 19:16:00,접수완료,복지관,기능사
허경자,010-9958-1062,지게차운전기능사,1955-08-01,전북 전주시험장,2026-08-07 12:50:00,접수완료,복지관,기능사
한말자,010-9461-9935,굴착기운전기능사,1950-03-26,경기 수원시험장,2026-08-02 17:57:00,접수완료,본인단독,기능사
권재호,010-3309-4677,전기기능사,1933-12-03,부산 부산시험장,2026-08-09 11:48:00,접수완료,가족보조,기능사
고계순,010-9317-5011,굴착기운전기능사,1946-04-27,울산 울산시험장,2026-08-10 12:56:00,접수완료,복지관,기능사
성갑순,010-3401-9990,한식조리기능사,1930-03-25,경북 포항시험장,2026-08-01 22:14:00,접수완료,복지관,기능사
문영숙,010-3495-9792,한식조리기능사,1955-10-03,경북 포항시험장,2026-08-19 11:21:00,접수완료,가족보조,기능사
장점순,010-7216-1210,지게차운전기능사,1966-10-26,광주 광주시험장,2026-08-11 09:56:00,접수완료,가족보조,기능사
배동호,010-2339-4150,굴착기운전기능사,1947-03-07,경남 창원시험장,2026-08-04 13:25:00,취소,본인단독,기능사
양일남,010-6758-2141,한식조리기능사,1963-02-16,인천 인천시험장,2026-08-19 12:21:00,접수완료,가족보조,기능사
성경자,010-8731-5584,굴착기운전기능사,1966-12-07,대전 대전시험장,2026-08-10 11:54:00,접수완료,본인단독,기능사
김점순,010-5171-6994,전기기능사,1963-11-15,대전 대전시험장,2026-08-16 19:29:00,접수완료,가족보조,기능사
윤순자,010-3242-5034,굴착기운전기능사,1941-11-03,대전 대전시험장,2026-08-08 10:00:00,접수완료,가족보조,기능사
양귀순,010-5711-8526,지게차운전기능사,1965-12-04,세종 세종시험장,2026-08-06 11:36:00,결제대기,본인단독,기능사
장정순,010-8482-4684,한식조리기능사,1941-09-12,세종 세종시험장,2026-08-01 11:53:00,접수완료,본인단독,기능사
조귀순,010-9216-9519,한식조리기능사,1934-11-15,광주 광주시험장,2026-08-07 12:18:00,취소,가족보조,기능사
고일남,010-7584-8679,지게차운전기능사,1951-09-22,강원 춘천시험장,2026-08-08 20:02:00,접수완료,가족보조,기능사
민삼석,010-3070-8915,한식조리기능사,1956-07-24,부산 부산시험장,2026-08-04 22:32:00,접수완료,본인단독,기능사
안말순,010-3224-5176,한식조리기능사,1934-07-08,경남 창원시험장,2026-08-06 13:22:00,접수완료,본인단독,기능사
구정호,010-7888-3565,한식조리기능사,1940-08-15,부산 부산남부시험장,2026-08-01 12:30:00,접수완료,가족보조,기능사
정만복,010-2583-9520,지게차운전기능사,1963-11-06,강원 춘천시험장,2026-08-11 15:28:00,접수완료,본인단독,기능사
양정자,010-6228-4982,한식조리기능사,1938-08-17,경기 성남시험장,2026-08-15 15:19:00,접수완료,본인단독,기능사
강태호,010-8397-2477,굴착기운전기능사,1929-05-13,경기 수원시험장,2026-08-05 12:25:00,접수완료,본인단독,기능사
양영호,010-3819-1764,전기기능사,1962-06-27,경남 창원시험장,2026-08-18 18:04:00,접수완료,가족보조,기능사
안영자,010-4839-9473,지게차운전기능사,1935-11-21,경북 포항시험장,2026-08-03 13:37:00,접수완료,본인단독,기능사
정말순,010-6777-9933,한식조리기능사,1944-08-08,제주 제주시험장,2026-08-14 19:10:00,접수완료,복지관,기능사
고영자,010-8475-7725,한식조리기능사,1948-03-09,세종 세종시험장,2026-08-13 12:41:00,접수완료,복지관,기능사
안선옥,010-9042-3927,지게차운전기능사,1956-02-27,전북 전주시험장,2026-08-15 11:03:00,접수완료,가족보조,기능사
안근호,010-2164-8086,지게차운전기능사,1948-10-21,광주 광주시험장,2026-08-15 16:40:00,취소,복지관,기능사
김순옥,010-4092-3263,지게차운전기능사,1950-08-04,경기 수원시험장,2026-08-05 11:04:00,접수완료,복지관,기능사
이만수,010-3068-7931,굴착기운전기능사,1959-05-11,대전 대전시험장,2026-08-11 10:23:00,접수완료,가족보조,기능사
김경자,010-3236-9286,한식조리기능사,1956-12-21,전북 전주시험장,2026-08-07 17:40:00,접수완료,가족보조,기능사
곽광수,010-6345-7608,지게차운전기능사,1931-11-17,경남 창원시험장,2026-08-18 14:25:00,접수완료,가족보조,기능사
양정호,010-8313-4710,지게차운전기능사,1948-03-24,경남 창원시험장,2026-08-03 13:42:00,접수완료,복지관,기능사
우원호,010-3771-3184,한식조리기능사,1955-09-22,전북 전주시험장,2026-08-02 12:17:00,접수완료,복지관,기능사
홍계순,010-4869-1362,지게차운전기능사,1947-11-10,인천 인천시험장,2026-08-07 15:34:00,접수완료,본인단독,기능사
민말순,010-3874-2302,전기기능사,1932-11-14,광주 광주시험장,2026-08-04 20:40:00,접수완료,가족보조,기능사
안필호,010-9682-7833,전기기능사,1943-10-24,광주 광주시험장,2026-08-12 18:51:00,접수완료,가족보조,기능사
이영자,010-7023-7315,지게차운전기능사,1945-09-28,울산 울산시험장,2026-08-19 13:22:00,취소,복지관,기능사
안영호,010-5469-3103,지게차운전기능사,1937-05-15,충북 청주시험장,2026-08-05 13:54:00,접수완료,가족보조,기능사
신명자,010-6808-9541,굴착기운전기능사,1953-07-04,경북 포항시험장,2026-08-02 16:52:00,접수완료,본인단독,기능사
주계순,010-7324-7121,한식조리기능사,1928-04-22,충북 청주시험장,2026-08-16 11:57:00,접수완료,가족보조,기능사
권용기,010-2469-3715,굴착기운전기능사,1945-12-06,대구 대구시험장,2026-08-11 11:09:00,결제대기,가족보조,기능사
최삼석,010-6115-4348,굴착기운전기능사,1931-12-07,충북 청주시험장,2026-08-14 15:11:00,접수완료,본인단독,기능사
허종수,010-5502-2456,전기기능사,1951-12-20,광주 광주시험장,2026-08-08 12:58:00,접수완료,복지관,기능사
한복남,010-2720-1573,한식조리기능사,1961-06-28,경북 포항시험장,2026-08-05 13:05:00,접수완료,복지관,기능사
윤순자,010-3666-8021,굴착기운전기능사,1932-02-20,서울 서울남부시험장,2026-08-15 17:47:00,접수완료,본인단독,기능사
구영숙,010-5155-2553,굴착기운전기능사,1954-05-11,울산 울산시험장,2026-08-18 13:08:00,접수완료,복지관,기능사
성종수,010-1392-9593,굴착기운전기능사,1931-10-07,충남 천안시험장,2026-08-16 13:34:00,취소,가족보조,기능사
신순옥,010-9532-4362,지게차운전기능사,1942-06-25,대구 대구시험장,2026-08-09 20:23:00,접수완료,복지관,기능사
주재호,010-5349-8276,한식조리기능사,1936-09-04,세종 세종시험장,2026-08-12 14:11:00,취소,본인단독,기능사
허순옥,010-8200-3787,지게차운전기능사,1955-03-16,경남 창원시험장,2026-08-08 15:05:00,접수완료,가족보조,기능사
차일남,010-9574-2859,한식조리기능사,1948-04-13,광주 광주시험장,2026-08-14 11:17:00,접수완료,본인단독,기능사
남정호,010-5072-7517,지게차운전기능사,1930-02-21,제주 제주시험장,2026-08-04 16:20:00,접수완료,본인단독,기능사
차선옥,010-5758-1495,굴착기운전기능사,1932-08-27,세종 세종시험장,2026-08-11 21:22:00,접수완료,가족보조,기능사
양영호,010-2855-4947,한식조리기능사,1944-05-05,대전 대전시험장,2026-08-18 18:39:00,접수완료,복지관,기능사
정광수,010-6946-7554,한식조리기능사,1933-02-21,경북 포항시험장,2026-08-09 11:20:00,접수완료,가족보조,기능사
서옥분,010-8916-9180,굴착기운전기능사,1945-04-20,부산 부산시험장,2026-08-15 13:15:00,접수완료,복지관,기능사
윤명자,010-6654-3120,한식조리기능사,1945-05-01,충남 천안시험장,2026-08-11 19:40:00,접수완료,복지관,기능사
남동호,010-6239-6534,한식조리기능사,1960-11-26,경기 수원시험장,2026-08-18 15:48:00,접수완료,본인단독,기능사
전옥분,010-5034-2437,굴착기운전기능사,1949-06-01,부산 부산시험장,2026-08-12 14:18:00,접수완료,가족보조,기능사
곽점순,010-2373-4823,굴착기운전기능사,1950-07-26,충북 청주시험장,2026-08-04 18:04:00,접수완료,복지관,기능사
류경자,010-6751-4149,지게차운전기능사,1965-03-22,제주 제주시험장,2026-08-16 11:27:00,접수완료,복지관,기능사
권명자,010-3376-9369,전기기능사,1954-03-11,광주 광주시험장,2026-08-02 22:51:00,접수완료,복지관,기능사
허정자,010-6365-8624,굴착기운전기능사,1940-01-06,경남 창원시험장,2026-08-05 19:04:00,접수완료,가족보조,기능사
정경자,010-3352-4582,굴착기운전기능사,1928-06-01,제주 제주시험장,2026-08-07 18:41:00,접수완료,복지관,기능사
오복남,010-4440-4398,지게차운전기능사,1943-08-23,경남 창원시험장,2026-08-04 21:04:00,접수완료,복지관,기능사
이동호,010-7863-5193,한식조리기능사,1930-03-09,전북 전주시험장,2026-08-07 12:39:00,접수완료,본인단독,기능사
전복순,010-9738-8616,한식조리기능사,1960-03-02,광주 광주시험장,2026-08-17 13:18:00,접수완료,복지관,기능사
이용기,010-4004-3462,한식조리기능사,1960-06-17,경기 성남시험장,2026-08-08 18:30:00,접수완료,가족보조,기능사
최정호,010-6174-2465,지게차운전기능사,1956-07-27,서울 서울2시험장,2026-08-11 11:00:00,접수완료,가족보조,기능사
조영숙,010-1522-1282,한식조리기능사,1940-04-14,울산 울산시험장,2026-08-14 18:19:00,접수완료,복지관,기능사
안미자,010-8818-4792,한식조리기능사,1954-03-25,서울 서울남부시험장,2026-08-11 14:24:00,접수완료,복지관,기능사
한영수,010-9691-8401,한식조리기능사,1940-03-10,충북 청주시험장,2026-08-08 21:34:00,접수완료,가족보조,기능사
유필호,010-4897-5309,전기기능사,1933-07-22,부산 부산남부시험장,2026-08-16 20:58:00,접수완료,복지관,기능사
곽두만,010-5657-3069,전기기능사,1952-05-08,제주 제주시험장,2026-08-04 13:42:00,접수완료,가족보조,기능사
강복남,010-4400-3151,지게차운전기능사,1963-04-01,전북 전주시험장,2026-08-18 11:43:00,접수완료,복지관,기능사
최영자,010-6479-9788,한식조리기능사,1944-09-20,서울 서울남부시험장,2026-08-16 09:37:00,접수완료,복지관,기능사
구재호,010-8944-5208,한식조리기능사,1953-05-19,강원 춘천시험장,2026-08-09 22:51:00,접수완료,가족보조,기능사
임만복,010-5707-8037,굴착기운전기능사,1938-11-22,대전 대전시험장,2026-08-06 11:53:00,접수완료,본인단독,기능사
신영자,010-4958-2313,굴착기운전기능사,1964-07-26,경기 고양시험장,2026-08-12 15:02:00,접수완료,복지관,기능사
전복순,010-1046-5978,굴착기운전기능사,1938-04-06,경북 포항시험장,2026-08-07 11:49:00,접수완료,본인단독,기능사
류영호,010-6982-9129,한식조리기능사,1938-02-08,대전 대전시험장,2026-08-02 21:10:00,접수완료,가족보조,기능사
고말자,010-9190-7714,지게차운전기능사,1944-04-28,부산 부산시험장,2026-08-15 14:55:00,접수완료,가족보조,기능사
이운순,010-5526-7410,지게차운전기능사,1934-10-26,전북 전주시험장,2026-08-09 14:46:00,접수완료,본인단독,기능사
한말순,010-1338-5209,지게차운전기능사,1966-07-08,광주 광주시험장,2026-08-15 10:34:00,결제대기,본인단독,기능사
최갑수,010-1190-6244,굴착기운전기능사,1931-07-20,대구 대구시험장,2026-08-16 21:14:00,접수완료,가족보조,기능사
손영숙,010-5723-9716,지게차운전기능사,1933-02-22,충남 천안시험장,2026-08-02 14:40:00,접수완료,본인단독,기능사
심두만,010-8968-8428,한식조리기능사,1957-08-27,광주 광주시험장,2026-08-07 19:02:00,접수완료,가족보조,기능사
장기철,010-2522-3883,한식조리기능사,1953-12-22,경남 창원시험장,2026-08-17 18:45:00,접수완료,가족보조,기능사
남일남,010-2467-5871,한식조리기능사,1957-03-15,경기 성남시험장,2026-08-01 16:17:00,결제대기,본인단독,기능사
박동호,010-6662-2144,한식조리기능사,1937-06-09,경남 창원시험장,2026-08-03 12:44:00,접수완료,가족보조,기능사
송삼석,010-5431-5422,굴착기운전기능사,1937-10-15,충남 천안시험장,2026-08-03 15:14:00,접수완료,본인단독,기능사
정말자,010-8235-5538,한식조리기능사,1934-07-05,세종 세종시험장,2026-08-03 18:17:00,접수완료,가족보조,기능사
하순옥,010-5567-7120,굴착기운전기능사,1962-05-19,인천 인천시험장,2026-08-15 12:27:00,접수완료,복지관,기능사
오선옥,010-3796-3969,한식조리기능사,1938-02-11,울산 울산시험장,2026-08-07 10:46:00,접수완료,복지관,기능사
이운순,010-4471-9622,한식조리기능사,1959-09-15,세종 세종시험장,2026-08-05 18:57:00,접수완료,본인단독,기능사
홍만수,010-3374-3968,굴착기운전기능사,1933-10-11,강원 춘천시험장,2026-08-09 16:09:00,접수완료,복지관,기능사
고상원,010-1611-2044,한식조리기능사,1928-06-11,경남 창원시험장,2026-08-03 18:09:00,접수완료,가족보조,기능사
유경자,010-9769-7707,전기기능사,1952-05-11,제주 제주시험장,2026-08-14 13:38:00,접수완료,가족보조,기능사
강필호,010-1017-8073,전기기능사,1946-05-17,전북 전주시험장,2026-08-18 10:24:00,접수완료,가족보조,기능사
오계순,010-2250-3283,굴착기운전기능사,1948-11-20,충북 청주시험장,2026-08-18 20:21:00,취소,가족보조,기능사
김성호,010-9790-2340,굴착기운전기능사,1939-02-08,전남 순천시험장,2026-08-17 18:04:00,접수완료,가족보조,기능사
홍동호,010-2044-9681,전기기능사,1965-10-13,서울 서울1시험장,2026-08-13 17:24:00,접수완료,가족보조,기능사
우복순,010-8197-4353,굴착기운전기능사,1936-07-27,광주 광주시험장,2026-08-10 10:29:00,접수완료,가족보조,기능사
류순자,010-6183-5512,전기기능사,1953-03-15,전북 전주시험장,2026-08-14 22:07:00,접수완료,복지관,기능사
김점순,010-7732-5216,굴착기운전기능사,1928-02-21,충남 천안시험장,2026-08-03 16:23:00,접수완료,본인단독,기능사
윤기철,010-4400-4804,굴착기운전기능사,1933-12-17,강원 춘천시험장,2026-08-04 21:34:00,접수완료,본인단독,기능사
고점순,010-5092-8450,굴착기운전기능사,1931-08-27,서울 서울2시험장,2026-08-02 21:50:00,취소,복지관,기능사
신필호,010-2925-5748,굴착기운전기능사,1944-10-11,충북 청주시험장,2026-08-09 10:23:00,접수완료,가족보조,기능사
곽복순,010-2219-2113,전기기능사,1945-09-07,경북 포항시험장,2026-08-13 16:30:00,접수완료,본인단독,기능사
유봉숙,010-4953-7042,전기기능사,1964-03-09,제주 제주시험장,2026-08-03 15:10:00,접수완료,가족보조,기능사
차미자,010-2500-1961,지게차운전기능사,1929-09-23,서울 서울2시험장,2026-08-03 17:58:00,접수완료,복지관,기능사
송만복,010-3296-8107,한식조리기능사,1961-10-12,세종 세종시험장,2026-08-18 22:30:00,접수완료,가족보조,기능사
권갑수,010-2285-4809,전기기능사,1962-01-15,광주 광주시험장,2026-08-10 19:31:00,접수완료,복지관,기능사
송재호,010-7989-1654,한식조리기능사,1955-06-10,부산 부산남부시험장,2026-08-15 13:04:00,접수완료,복지관,기능사
정순자,010-7062-2327,굴착기운전기능사,1941-08-04,강원 춘천시험장,2026-08-17 17:19:00,접수완료,복지관,기능사
성옥분,010-7964-8840,굴착기운전기능사,1950-11-03,충북 청주시험장,2026-08-10 15:23:00,접수완료,본인단독,기능사
전필호,010-1048-5648,굴착기운전기능사,1935-07-08,세종 세종시험장,2026-08-16 19:05:00,접수완료,가족보조,기능사
박영숙,010-4634-3805,한식조리기능사,1931-10-04,충남 천안시험장,2026-08-18 17:47:00,접수완료,본인단독,기능사
고순옥,010-7504-8975,지게차운전기능사,1941-09-25,울산 울산시험장,2026-08-17 15:38:00,접수완료,본인단독,기능사
차선옥,010-8100-9897,전기기능사,1944-08-19,경남 창원시험장,2026-08-18 21:47:00,접수완료,가족보조,기능사
임일남,010-7101-2754,지게차운전기능사,1939-05-06,대구 대구시험장,2026-08-09 13:42:00,취소,복지관,기능사
유정호,010-6600-8177,한식조리기능사,1964-04-03,제주 제주시험장,2026-08-16 10:27:00,접수완료,본인단독,기능사
백만복,010-7650-9988,굴착기운전기능사,1961-08-22,충북 청주시험장,2026-08-05 20:53:00,접수완료,복지관,기능사
고용기,010-7242-4944,한식조리기능사,1964-02-11,인천 인천시험장,2026-08-08 21:31:00,접수완료,가족보조,기능사
서경자,010-8734-2179,지게차운전기능사,1955-02-10,제주 제주시험장,2026-08-01 09:57:00,접수완료,복지관,기능사
차필호,010-8023-3245,전기기능사,1955-12-11,대구 대구시험장,2026-08-08 13:45:00,접수완료,본인단독,기능사
성두만,010-6516-4933,전기기능사,1953-02-26,세종 세종시험장,2026-08-08 18:18:00,접수완료,본인단독,기능사
김동석,010-4911-4933,굴착기운전기능사,1929-01-05,부산 부산시험장,2026-08-11 15:09:00,접수완료,본인단독,기능사
안만수,010-8023-3375,한식조리기능사,1941-01-20,광주 광주시험장,2026-08-09 16:44:00,접수완료,본인단독,기능사
조귀순,010-9236-2534,전기기능사,1938-10-16,경기 고양시험장,2026-08-14 18:00:00,접수완료,가족보조,기능사
권복순,010-2978-1123,한식조리기능사,1964-05-06,울산 울산시험장,2026-08-17 17:18:00,취소,복지관,기능사
우두만,010-9044-1632,굴착기운전기능사,1930-06-13,세종 세종시험장,2026-08-15 13:54:00,접수완료,복지관,기능사
서말순,010-4092-8411,전기기능사,1964-11-01,인천 인천시험장,2026-08-14 16:44:00,접수완료,본인단독,기능사
노귀순,010-9580-8194,굴착기운전기능사,1946-11-10,경남 창원시험장,2026-08-02 22:18:00,접수완료,복지관,기능사
권광수,010-1352-2429,한식조리기능사,1949-11-11,광주 광주시험장,2026-08-03 21:29:00,접수완료,본인단독,기능사
권철수,010-3014-8713,지게차운전기능사,1944-01-14,충남 천안시험장,2026-08-04 14:51:00,접수완료,가족보조,기능사
윤영호,010-1451-3059,한식조리기능사,1939-06-15,세종 세종시험장,2026-08-04 22:26:00,접수완료,본인단독,기능사
양정순,010-3789-9801,지게차운전기능사,1941-02-07,충북 청주시험장,2026-08-08 09:14:00,접수완료,본인단독,기능사
한영호,010-6917-7587,전기기능사,1940-09-03,전북 전주시험장,2026-08-04 14:00:00,접수완료,복지관,기능사
장순자,010-8643-9003,한식조리기능사,1951-04-21,경남 창원시험장,2026-08-03 11:06:00,접수완료,본인단독,기능사
정성호,010-8341-1911,지게차운전기능사,1943-10-02,세종 세종시험장,2026-08-01 19:08:00,접수완료,가족보조,기능사
전동호,010-5190-3550,전기기능사,1965-12-03,세종 세종시험장,2026-08-10 10:36:00,취소,복지관,기능사
고옥분,010-2523-4138,지게차운전기능사,1939-06-12,충남 천안시험장,2026-08-14 09:08:00,접수완료,본인단독,기능사
우복남,010-2456-2055,굴착기운전기능사,1948-06-13,경북 포항시험장,2026-08-01 12:53:00,접수완료,가족보조,기능사
구철수,010-1085-9808,지게차운전기능사,1944-12-04,인천 인천시험장,2026-08-09 18:15:00,접수완료,복지관,기능사
홍경자,010-2150-2167,한식조리기능사,1953-11-22,제주 제주시험장,2026-08-15 09:45:00,접수완료,가족보조,기능사
차삼석,010-9038-3385,지게차운전기능사,1965-04-13,경북 포항시험장,2026-08-06 22:12:00,접수완료,가족보조,기능사
하복남,010-9033-1683,굴착기운전기능사,1947-08-26,전남 순천시험장,2026-08-05 11:09:00,접수완료,복지관,기능사
양정순,010-4808-8255,굴착기운전기능사,1946-03-05,대전 대전시험장,2026-08-12 18:16:00,접수완료,본인단독,기능사
황복남,010-3350-4304,한식조리기능사,1944-10-11,부산 부산남부시험장,2026-08-07 16:32:00,접수완료,본인단독,기능사
고계순,010-7243-7607,한식조리기능사,1963-10-16,충남 천안시험장,2026-08-15 17:50:00,접수완료,본인단독,기능사
신두만,010-3801-6127,한식조리기능사,1947-05-26,인천 인천시험장,2026-08-16 15:39:00,접수완료,본인단독,기능사
유봉숙,010-8695-5921,한식조리기능사,1952-07-06,충남 천안시험장,2026-08-11 20:53:00,접수완료,본인단독,기능사
윤일남,010-6845-6901,전기기능사,1938-03-24,충북 청주시험장,2026-08-04 11:43:00,접수완료,가족보조,기능사
홍상길,010-2190-7109,한식조리기능사,1961-08-20,대전 대전시험장,2026-08-02 17:14:00,결제대기,가족보조,기능사
김영수,010-7402-8652,지게차운전기능사,1931-09-20,충남 천안시험장,2026-08-10 10:04:00,접수완료,복지관,기능사
노순옥,010-3949-5742,한식조리기능사,1947-09-17,부산 부산남부시험장,2026-08-06 21:06:00,취소,본인단독,기능사
곽복순,010-9919-7968,전기기능사,1957-04-15,부산 부산시험장,2026-08-07 11:05:00,취소,본인단독,기능사
차삼석,010-5968-5850,지게차운전기능사,1953-02-22,경기 성남시험장,2026-08-06 16:35:00,접수완료,복지관,기능사
신근호,010-8162-8847,굴착기운전기능사,1957-07-13,경기 고양시험장,2026-08-12 22:26:00,접수완료,가족보조,기능사
최필순,010-2859-8877,한식조리기능사,1929-02-14,강원 춘천시험장,2026-08-07 16:20:00,취소,복지관,기능사
박광수,010-3778-1511,지게차운전기능사,1958-09-28,경북 포항시험장,2026-08-06 10:37:00,접수완료,복지관,기능사
손정순,010-5691-6298,굴착기운전기능사,1951-04-16,세종 세종시험장,2026-08-08 10:43:00,접수완료,복지관,기능사
곽종수,010-7117-1133,지게차운전기능사,1961-03-22,울산 울산시험장,2026-08-10 20:29:00,접수완료,가족보조,기능사
신말자,010-1941-4494,지게차운전기능사,1937-04-18,경기 성남시험장,2026-08-19 15:35:00,결제대기,복지관,기능사
임원호,010-9152-7243,한식조리기능사,1958-08-16,울산 울산시험장,2026-08-13 17:23:00,접수완료,본인단독,기능사
박재호,010-7884-9857,한식조리기능사,1965-06-27,경기 수원시험장,2026-08-11 12:09:00,접수완료,복지관,기능사
민순자,010-1989-9987,전기기능사,1953-11-06,대구 대구시험장,2026-08-16 10:01:00,취소,복지관,기능사
허영숙,010-5190-5690,한식조리기능사,1928-01-23,광주 광주시험장,2026-08-04 13:07:00,접수완료,가족보조,기능사
권영호,010-4998-5546,한식조리기능사,1931-03-25,인천 인천시험장,2026-08-08 13:52:00,취소,가족보조,기능사
송인순,010-5806-5285,한식조리기능사,1946-10-15,충남 천안시험장,2026-08-08 20:56:00,접수완료,복지관,기능사
주복남,010-8260-6803,굴착기운전기능사,1955-10-21,인천 인천시험장,2026-08-14 19:47:00,접수완료,본인단독,기능사
이운순,010-8545-1301,한식조리기능사,1948-09-08,전남 순천시험장,2026-08-14 21:15:00,접수완료,가족보조,기능사
강영호,010-2614-3722,전기기능사,1931-06-10,대전 대전시험장,2026-08-03 19:53:00,접수완료,복지관,기능사
우말순,010-7927-3739,굴착기운전기능사,1943-01-27,전남 순천시험장,2026-08-17 18:13:00,접수완료,본인단독,기능사
정만수,010-4186-8840,굴착기운전기능사,1931-12-20,인천 인천시험장,2026-08-04 09:17:00,결제대기,본인단독,기능사
신정호,010-4953-5380,전기기능사,1938-10-18,인천 인천시험장,2026-08-18 12:54:00,접수완료,본인단독,기능사
신영숙,010-3140-2828,한식조리기능사,1958-09-14,경남 창원시험장,2026-08-15 10:55:00,접수완료,본인단독,기능사
안영호,010-3637-2938,한식조리기능사,1965-02-26,충북 청주시험장,2026-08-10 12:27:00,접수완료,본인단독,기능사
안만수,010-6743-5714,한식조리기능사,1935-10-28,대구 대구시험장,2026-08-14 15:13:00,결제대기,본인단독,기능사
손갑수,010-4176-1620,지게차운전기능사,1951-12-17,광주 광주시험장,2026-08-02 17:20:00,접수완료,복지관,기능사
전말순,010-4043-1979,지게차운전기능사,1946-01-17,서울 서울남부시험장,2026-08-12 12:35:00,접수완료,본인단독,기능사
곽정순,010-6034-4876,지게차운전기능사,1966-12-19,경기 성남시험장,2026-08-05 11:15:00,접수완료,복지관,기능사
구계순,010-7136-5934,굴착기운전기능사,1965-07-04,전남 순천시험장,2026-08-01 22:41:00,접수완료,복지관,기능사
한상원,010-9337-5488,지게차운전기능사,1954-02-27,전남 순천시험장,2026-08-19 17:56:00,접수완료,가족보조,기능사
서춘희,010-9508-8191,한식조리기능사,1945-10-01,부산 부산남부시험장,2026-08-05 17:24:00,접수완료,본인단독,기능사
노갑순,010-7787-1798,굴착기운전기능사,1937-11-07,서울 서울남부시험장,2026-08-04 15:58:00,접수완료,본인단독,기능사
허원호,010-6072-1660,굴착기운전기능사,1947-05-14,인천 인천시험장,2026-08-17 15:45:00,접수완료,복지관,기능사
최근호,010-4601-6406,지게차운전기능사,1951-03-28,충북 청주시험장,2026-08-18 20:11:00,접수완료,가족보조,기능사
오일남,010-6105-4793,전기기능사,1928-01-10,대전 대전시험장,2026-08-06 14:16:00,취소,본인단독,기능사
황영숙,010-6279-1515,지게차운전기능사,1929-08-03,울산 울산시험장,2026-08-14 17:17:00,결제대기,본인단독,기능사
양동호,010-3029-1477,지게차운전기능사,1958-06-19,경남 창원시험장,2026-08-08 15:44:00,접수완료,복지관,기능사
하영자,010-4303-7790,한식조리기능사,1928-03-11,경기 고양시험장,2026-08-14 18:51:00,접수완료,가족보조,기능사
조춘희,010-6627-9993,한식조리기능사,1962-08-24,대구 대구시험장,2026-08-14 17:41:00,접수완료,가족보조,기능사
차필호,010-4222-9970,전기기능사,1958-07-13,부산 부산남부시험장,2026-08-15 21:43:00,접수완료,가족보조,기능사
홍옥희,010-1920-6426,지게차운전기능사,1931-01-20,대전 대전시험장,2026-08-01 16:31:00,접수완료,복지관,기능사
류말자,010-2730-3221,한식조리기능사,1932-10-16,제주 제주시험장,2026-08-19 17:49:00,접수완료,복지관,기능사
남말순,010-4802-9391,굴착기운전기능사,1963-09-21,세종 세종시험장,2026-08-09 12:45:00,접수완료,가족보조,기능사
